#OTUID	IE03P013	IE03P020	IE03P027	IE03P052	IE03P053	IE03P062	IE03P069	IE03P070	IE07P013	IE07P020	IE07P027	IE07P052	IE07P053	IE07P062	IE07P069	IE07P070	IG00P013	IG00P020	IG00P052	IG00P053	IG00P062	IG00P069	IG00P070	IS00P013	IS00P020	IS00P027	IS00P033	IS00P038	IS00P039	IS00P043	IS00P052	IS00P053	IS00P062	IS00P069	IS00P070	IS00P081	IS00P083	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083	IS07P013	IS07P020	IS07P027	IS07P033	IS07P038	IS07P039	IS07P043	IS07P052	IS07P053	IS07P062	IS07P069	IS07P070
ASV_529	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	2	0	0	0	1	0	1	4	0	0	0	1	12	0	0	0	0	0	0	128	0	1	0	0	0	0	1	0	0	0	0	1	0	1	12	0	0	2	1
ASV_372	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	18	0	0	0	1	0	0	0	0	0	0	0	1	1	0	4	6	0	0	0	0	1	0	0	0	2	0	0	5	4	0	0	0	0	0	0	0	0	0	0	1	0	0	8	2
ASV_885	1	2	0	6	0	1	2	107	0	1	2	0	0	0	39	19	0	3	5	6	0	2	32	2	3	0	7	3	6	1	0	0	0	7	0	0	0	1	0	5	1	3	1	0	0	0	3	1	0	0	0	0	2	1	3	2	8	0	1	0	0	1	1
ASV_306	1	14	4	0	1	2	1	3	0	100	0	0	0	2	2	0	2	1	0	1	0	0	4	1	7	1	1	0	0	0	1	0	0	0	1	0	2	2	0	4	1	0	1	0	21	1	1	0	2	1	0	0	2	1	4	0	0	0	1	2	0	2	0
ASV_394	0	0	2	0	0	0	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	19	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	6	0
ASV_1126	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	1	3	3	0	1	0	0	1	0	0	0	0	4
ASV_331	0	7	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	4	2	1	0	0	0	0	0	0	0	0	1	15	0	1	0	0	0	0	7	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_1219	0	0	1	1	1	0	0	0	0	1	4	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	46	1	2	0	1	0	1	0	0	1	0	0	0	0	1	1	0	2	1
ASV_263	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_399	3	1	0	0	2	3	3	0	0	1	0	0	9	4	3	1	0	3	1	0	0	0	2	0	0	0	3	0	2	0	1	0	0	0	0	0	9	0	0	0	1	1	0	0	0	1	0	0	0	1	1	3	0	1	4	4	0	1	0	0	0	0	16
ASV_590	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	19	5	4	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	3	5
ASV_304	0	0	0	1	3	12	1	0	0	1	0	3	2	2	0	0	0	0	1	9	0	2	0	0	0	0	1	6	0	0	0	1	0	0	0	0	0	0	1	8	0	1	1	0	0	0	0	0	0	1	0	0	0	3	5	1	0	0	0	0	0	0	0
ASV_475	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0
ASV_945	0	2	3	0	0	1	1	0	0	1	1	0	0	0	0	0	0	54	2	0	0	1	0	0	0	0	0	0	0	0	0	18	0	3	1	0	0	0	0	2	0	0	0	88	2	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0
ASV_495	0	0	1	0	1	1	2	2	0	5	0	0	0	0	0	0	23	60	13	0	0	0	1	3	0	0	13	0	0	0	0	1	0	7	0	0	1	8	0	6	0	0	0	0	5	0	2	2	0	0	3	1	2	0	5	1	0	1	1	0	0	0	1
ASV_594	27	0	0	0	4	0	9	8	17	0	0	0	0	0	12	0	80	0	9	0	0	2	15	4	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0	2	3	4	12	3	0	0	0	0	0	2	0	1	1	5
ASV_403	1	0	0	0	0	0	0	0	18	0	0	0	0	1	6	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	0	58	4	0	0	0	0	0	0	0	0	3	2	0	14	0
ASV_567	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	9	0	0	1	0	4	0	1	0	0	2	0	0	2	0	1	0	0	1	15	0	1	0	11	0	1	0	1	2	0	0	1	0	0	19	0
ASV_546	0	2	3	0	1	0	1	23	3	5	3	0	2	0	5	0	46	3	0	0	2	1	22	8	4	0	0	3	9	2	0	0	0	0	0	0	0	9	0	2	3	0	1	0	0	0	0	0	0	0	1	8	11	0	4	0	0	0	0	0	0	3	6
ASV_439	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	3	0	2	1	0	1	1	0	0	0	46	6	0	0	0	0	0	0	0	0	0	0	1	36	5	1	3	0	1	0	1	0	0	0	4	1	0	0	16	0	0	10	0	0	0	1	0
ASV_761	0	1	0	0	0	0	3	7	1	0	1	0	0	0	0	0	1	2	1	0	1	1	4	2	0	0	2	1	0	2	0	0	0	4	1	0	0	1	0	4	4	0	1	0	14	1	1	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	1
ASV_452	0	0	0	0	2	0	1	32	1	0	1	0	0	1	47	1	1	0	1	0	0	1	41	0	0	1	1	0	0	0	6	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	1	0	0	1	0	0	0	0	0
ASV_437	1	0	5	0	1	0	1	11	2	17	1	0	0	0	6	0	2	0	1	0	4	0	9	1	1	1	1	2	0	0	0	0	0	0	0	6	0	5	0	3	1	0	0	0	0	0	0	0	0	0	2	1	3	2	1	0	1	0	0	0	0	0	0
ASV_398	0	0	0	1	0	0	12	1	0	0	0	1	3	0	0	0	0	0	14	0	0	5	0	0	1	0	0	1	0	1	0	1	1	8	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	1	3	0	2	2	1
ASV_391	0	0	7	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ASV_1023	2	0	8	0	1	0	1	1	0	0	1	0	0	0	1	0	0	6	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	1	3	0	2	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	4
ASV_418	0	0	0	1	0	0	2	1	0	0	0	5	1	0	5	2	1	0	41	1	0	0	18	1	0	0	5	3	0	0	2	0	0	1	0	0	0	0	0	0	1	1	1	0	6	0	3	0	0	0	23	0	0	0	2	2	0	0	0	0	0	2	0
ASV_482	8	2	0	1	0	1	0	1	5	9	0	1	0	0	2	0	2	38	14	0	1	1	2	3	1	2	1	0	0	0	2	0	18	1	2	2	0	4	0	3	0	1	1	1	0	2	7	1	3	1	4	2	1	0	2	0	1	0	1	7	4	10	0
ASV_1199	0	2	0	12	6	0	0	1	1	0	0	9	3	1	0	0	2	1	2	17	0	2	1	1	0	5	12	18	4	6	1	0	13	0	0	0	0	0	4	4	4	23	0	6	2	2	0	0	2	0	1	1	1	2	5	16	18	7	2	1	8	0	0
ASV_321	0	0	0	0	1	0	306	4	0	0	0	0	0	0	2	1	0	0	0	0	0	432	7	0	2	0	0	0	0	9	7	1	0	0	0	0	0	10	0	0	2	1	2	0	0	0	0	0	0	0	1	0	2	0	3	0	1	0	6	0	0	0	0
ASV_471	3	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	7	0	0	0	0	1	1	0	0	0	0	0	0	1	3	2	0	0	0	0	16	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ASV_685	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	37	0	0	0	0	0	0	0	0	3	1	0	0	0	1	12	0	0	0
ASV_395	1	0	7	0	0	0	0	2	3	1	1	0	0	0	1	0	2	34	0	0	0	1	1	0	1	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	4	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	2	1
ASV_381	0	0	1	0	5	0	1	101	0	1	0	0	2	0	26	0	0	1	0	0	15	7	54	0	3	34	213	6	0	0	0	0	0	0	0	48	0	2	9	34	0	3	1	0	0	2	0	0	0	0	2	1	0	4	27	0	0	1	0	0	1	0	2
ASV_356	0	3	5	0	0	0	3	9	2	35	1	0	0	0	2	1	1	5	0	0	0	0	26	2	3	0	5	2	0	0	0	2	0	0	0	0	0	11	1	4	3	0	0	0	0	0	0	0	0	0	3	1	4	0	4	0	0	0	0	0	0	2	1
ASV_1066	0	0	18	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	7
ASV_1072	0	0	0	43	8	1	1	4	2	0	0	10	7	1	2	0	0	0	1	46	0	0	4	1	0	6	6	6	29	11	0	2	0	0	1	0	0	0	8	20	2	21	8	0	0	0	0	0	0	0	1	0	0	2	24	2	29	8	12	0	0	0	0
ASV_312	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	4	0	0	13	5
ASV_485	0	0	3	0	1	0	2	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	6
ASV_353	3	21	0	0	0	0	0	2	0	31	1	0	0	0	0	0	2	4	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	5	0	2	0	0	0	0	1	1	0	0	0	4	1	3	16	14	2	0
ASV_330	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	5	0	0	0
ASV_419	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	2	0	1	1	2	0	0	0	1	0	0	2	0	3	0	0	1	0	0	1	0	0	0	0	5	0	2	2	8	0	0	0	0	0	1	0	1	0	0	2	166
ASV_357	2	1	1	0	3	0	0	1	1	3	1	0	2	2	0	0	2	0	0	2	0	0	0	3	3	0	2	1	1	2	0	1	0	0	1	0	0	15	2	0	0	0	0	0	0	0	1	0	0	0	1	4	17	5	0	3	1	0	0	0	1	1	33
ASV_351	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	5	0	0	4	5	2	0	0	0	0	0	0	0	0	6	1	6	1	0	0	0	0	0	0	0	0	0	9	2	5	0	3	1	0	0	0	0	0	28	0
ASV_295	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	3	2	0	0	0	0	0	0	1	0	0	0	0	9	11
ASV_589	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	2	0	0	0	0	4	0	0	0	2	0	10	0	1	0	1	0	0	0	2	8	3
ASV_930	1	1	1	0	0	0	5	1	0	19	0	0	0	1	1	0	4	61	0	0	0	2	0	1	0	0	1	1	1	0	0	0	1	0	2	0	1	0	1	1	2	0	0	0	4	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	2	2
ASV_378	0	1	0	0	2	3	3	26	0	0	0	0	0	0	2	0	2	1	0	0	4	2	22	5	17	0	1	0	0	0	0	0	0	0	0	18	1	9	0	1	1	0	0	0	4	0	0	0	0	0	1	13	9	0	1	1	0	0	0	0	0	0	1
ASV_545	0	0	0	1	1	0	0	1	0	0	0	0	3	0	1	0	0	0	3	0	2	1	0	0	0	24	0	0	1	0	0	0	0	0	2	1	0	0	12	1	0	0	0	1	0	0	9	0	2	0	4	1	0	3	3	0	0	0	0	0	0	0	11
ASV_440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	96	0	0	0	0	0	0	0	3	0	0	0	0	4
ASV_383	0	0	64	1	0	0	0	0	0	0	207	1	0	0	0	0	0	3	1	2	0	0	0	0	0	3	2	0	0	0	0	1	0	0	8	0	0	0	19	0	0	0	1	3	0	0	0	0	274	0	0	0	0	39	0	0	0	0	0	2	0	2	0
ASV_427	6	0	0	2	0	0	4	20	2	0	0	0	1	0	28	1	0	0	1	8	0	3	42	0	0	6	4	1	14	12	0	1	0	0	0	0	1	0	10	5	0	39	2	0	0	0	0	0	1	0	0	0	0	9	5	2	35	0	1	0	0	1	0
ASV_382	0	0	0	0	4	0	2	1	2	0	0	0	0	0	0	0	16	0	0	0	0	0	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0	0	0	1	0	0	72	1	2	2	1	0	0	0	1	0	0	0	0	80
ASV_374	4	0	3	21	2	0	2	3	2	0	1	10	6	0	5	0	1	1	1	9	1	3	6	1	0	6	16	1	3	9	0	3	2	0	0	0	0	1	5	13	2	13	3	0	0	0	4	0	0	0	9	0	0	4	13	3	22	5	4	0	1	1	0
ASV_604	0	0	0	0	1	0	1	0	0	2	0	4	0	0	1	0	1	0	4	0	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	3	6	0	1	3	0	13	1	1	0	0	0	3	0	0	0	1	0	0	4	0	0	0	3	10
ASV_366	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	0	4	0	0	0	0	0	14	2	1	0	1	0	3	0	0	0	0	1	0	0	0	10	1	0	0	0	1	0	0	0	0	0
ASV_458	0	0	0	9	2	6	11	8	0	2	0	5	0	1	22	0	2	0	2	21	5	2	5	6	0	0	2	12	2	1	0	0	0	0	0	10	0	1	1	5	2	1	0	0	0	0	0	1	0	0	0	0	2	1	6	10	3	0	0	0	0	3	0
ASV_397	0	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0	16	4	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	45	0
ASV_635	5	1	12	1	1	2	2	10	12	1	4	0	1	0	0	1	4	8	0	2	0	2	3	0	0	1	4	1	0	1	1	2	41	0	1	0	1	0	1	2	0	2	0	0	0	0	0	1	0	1	2	1	1	0	0	0	1	0	1	0	0	1	2
ASV_494	2	0	2	0	2	0	0	1	1	2	0	0	0	0	0	0	5	2	2	0	0	0	15	0	0	0	1	0	0	0	0	0	0	22	2	0	0	0	0	3	0	0	0	0	15	0	1	0	1	0	4	3	8	0	2	0	0	0	0	0	0	27	0
ASV_454	0	1	0	0	6	0	1	0	1	5	0	1	1	0	0	1	1	43	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	4	0	12	1	0	0	3	0	0	0	0	2	0	0	1	0	1	10	1	2	1	4	0	0	1	0	3	72
ASV_349	0	0	0	0	0	0	4	12	0	1	0	0	0	0	3	0	2	0	0	0	0	1	11	2	7	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	2	1	0	0	0	0	0	0	0	0	2	4	35	0	0	0	0	0	0	0	0	0	0
ASV_430	1	0	0	0	2	0	2	0	1	0	0	2	1	0	0	0	0	0	31	1	0	1	2	0	0	0	1	0	0	0	0	0	0	267	5	0	0	0	0	0	0	0	0	0	0	0	22	4	0	0	0	1	0	0	2	0	0	0	0	0	0	10	4
ASV_522	0	2	5	3	0	0	4	26	0	22	0	1	0	0	10	0	0	0	1	0	2	6	25	1	2	0	2	0	0	1	0	0	0	2	0	0	0	11	9	3	1	1	1	0	0	1	0	2	0	0	0	1	10	7	4	3	1	0	0	0	0	0	1
ASV_420	0	0	0	15	0	0	2	3	0	0	0	41	80	0	0	0	0	0	7	10	2	8	0	0	0	17	6	0	12	2	0	0	0	0	0	5	0	0	1	5	0	3	0	5	0	0	0	0	0	0	0	2	0	2	5	1	1	0	0	0	0	0	0
ASV_1182	1	5	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	3	0	0	0	2	2	0	0	0	0	0	0	3	0	0	2	0	0	0	3	0	0	0	0	0	0	22	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
ASV_336	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	14	0	0	10	0	0	0	2	0	0	4	0	0	0	3	5	0	0	0
ASV_463	0	0	0	0	0	6	0	0	0	0	1	2	0	5	0	0	0	1	0	2	1	0	0	1	0	0	11	0	2	7	1	0	0	0	0	0	2	0	1	11	1	0	0	1	0	11	5	0	0	0	0	0	0	0	17	0	2	3	0	0	2	1	0
ASV_415	0	0	0	2	1	0	2	3	0	0	0	2	2	5	4	0	0	0	0	0	0	4	15	8	1	55	0	0	7	1	0	1	0	0	0	0	6	3	5	0	0	7	1	1	0	0	0	0	0	0	2	1	0	8	0	1	8	0	0	0	0	0	0
ASV_616	1	0	2	0	1	0	1	8	19	9	1	0	0	0	4	0	21	11	0	0	0	1	6	0	2	0	6	2	0	0	0	0	0	2	0	0	0	4	1	2	0	1	0	0	0	0	3	1	0	0	1	0	1	1	5	1	0	0	0	0	0	1	0
ASV_1084	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	27	0	0	2	1	4	2	0	0	1	0	0	0	0	1	1	0	0	6	0
ASV_384	0	2	0	0	0	0	0	1	0	48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0
ASV_996	2	0	4	0	0	0	2	6	1	7	2	1	0	0	0	0	3	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	10	0	0	0	2	1	0	3	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
ASV_1208	1	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	18	0	1	1	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1
ASV_408	1	3	0	1	0	0	0	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	4	0	1	4	3	11	0	1	0	2	0	0	0	0	0	1	7	1	3	3	0	1	1	0	0	1	0	0	0	0	3	2	2	14	3	0	0	1	1
ASV_457	0	0	2	2	1	0	1	0	1	0	1	1	0	0	0	1	0	0	47	1	0	4	1	0	0	0	9	3	0	0	0	0	0	7	0	0	0	0	0	9	3	0	0	0	10	0	4	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0
ASV_519	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	7	0	5	0	0	0	0	1	0	1	1	0	0	0	0	0	0	9	0	0	0	1	2	0	1	0	0	0	3	1	5	0	0	0	0	0	0	0	0	6	0	1	0	0	0	4	0
ASV_584	1	1	0	2	1	0	1	13	2	4	0	2	3	1	7	0	5	2	2	3	0	0	17	1	1	0	1	1	3	0	0	7	2	7	0	0	0	2	0	0	0	1	2	1	0	0	0	0	2	0	1	0	3	1	1	0	3	2	2	2	0	0	2
ASV_769	0	0	28	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	120	19	16	2	1	0	1	0	0	0	0	0	1	214	1	19	0	8	0	0	53	0	0	0	0	2	0	1	130	6	11	0	3	2	0	0	0	1
ASV_404	4	11	0	0	1	0	0	0	2	3	0	0	0	0	0	0	4	3	8	0	0	0	1	5	0	0	1	0	0	0	1	1	0	11	1	0	0	5	0	0	0	0	0	0	14	0	3	1	2	0	0	10	8	0	1	0	1	2	0	7	2	2	0
ASV_421	0	0	0	1	0	0	1	15	0	1	0	0	0	0	0	0	1	0	9	0	0	0	46	5	0	0	52	7	1	0	1	0	1	1	0	0	0	3	0	32	3	0	0	0	0	0	1	0	0	0	0	4	1	3	37	0	0	0	0	0	0	4	0
ASV_559	1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	71	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_344	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_411	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	1	0	5	21	6	0	3	0	1	0	0	3	0	0	0	3	33	1	9	0	0	0	0	0	0	1	3	1	0	0	2	25	7	33	0	0	2	0	0
ASV_707	1	0	12	0	1	0	1	19	0	0	23	0	0	1	18	0	6	7	0	0	0	1	30	0	1	2	5	1	0	0	2	0	0	0	0	0	0	1	6	0	1	1	1	0	0	0	4	0	5	5	0	1	1	9	1	0	0	0	0	5	0	1	1
ASV_637	0	0	0	11	7	0	0	0	0	0	0	2	2	0	0	0	0	2	2	7	4	0	0	3	4	2	0	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_477	0	0	0	1	3	0	0	1	1	0	0	1	6	0	4	0	0	0	146	3	0	4	0	0	0	0	9	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	1	1	0	29	1	0	0	0	0	0	5	1
ASV_406	0	1	0	0	0	0	3	2	0	9	0	0	1	0	3	0	0	0	0	0	0	1	6	1	10	1	12	1	0	1	0	0	0	0	0	0	0	11	0	1	2	1	0	0	0	0	0	0	0	0	0	1	15	0	9	2	0	0	0	0	0	0	0
ASV_729	0	0	8	0	0	0	0	0	2	3	6	0	0	0	0	0	4	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	5	0	8	0	3	0	1	1	0	2	0	0	0	0	2	2	0	2	0
ASV_583	3	1	5	0	0	2	0	0	3	0	18	0	0	1	0	0	5	1	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	19	1	0	1	0	7	27	0	1	1	0	0	1	0	0	6	0	0	2	0
ASV_465	1	0	1	0	0	1	0	1	1	0	0	3	0	1	4	0	0	73	0	1	0	0	0	0	2	2	1	1	6	3	0	1	0	0	0	2	4	1	1	2	0	20	3	0	0	0	0	0	5	0	0	1	3	1	4	0	20	2	1	0	0	3	0
ASV_734	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ASV_369	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
ASV_684	0	2	0	0	0	0	0	3	4	3	4	0	0	0	0	0	2	6	0	1	3	1	1	0	0	1	0	1	0	0	0	11	6	2	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3
ASV_550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_651	0	0	1	0	1	0	5	1	0	0	0	1	0	0	0	1	0	2	4	1	0	0	1	0	0	1	2	1	0	0	0	0	0	1	0	5	0	0	0	0	1	2	1	13	0	1	3	2	0	14	0	0	1	0	0	1	0	5	0	0	0	5	1
ASV_531	0	0	9	0	1	0	0	0	0	0	4	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	2	0	0	0	1	0	0	0	0	0	1	6	151	1	0	0	1	5	1	0	0	0	0	0	0	1	0
ASV_401	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ASV_1000	1	0	2	1	0	0	0	0	2	0	3	5	0	0	0	0	1	1	0	1	0	0	0	1	0	1	2	0	0	0	1	0	2	1	5	0	0	0	4	1	1	2	1	6	0	14	5	2	7	0	1	0	0	2	0	0	2	1	1	2	7	6	3
ASV_512	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	2	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	10	0	0	1	1	0	0	1	0	0	0	0	3
ASV_530	7	0	0	1	0	0	4	3	5	0	0	3	0	0	2	0	1	0	2	0	0	3	6	1	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	4	5	0	1	1	0	1	0	0	0	0	1	4	0	0	0	18	22
ASV_592	1	0	0	2	2	23	3	0	0	0	0	10	1	6	2	2	0	0	1	4	0	6	1	0	0	0	2	8	0	3	2	0	0	0	0	2	2	2	0	2	2	1	2	0	0	1	0	0	0	1	0	0	0	0	4	3	5	4	0	0	5	0	0
ASV_688	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	3	0	1	0	1	0	0	5	0	2	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	0	0	1	3	1	0	9	0	1
