#OTUID	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076	DE08P017	DE10P016	DG00P016	DG00P017	DG00P049	DG00P054	DG00P060	DG00P076	DG00P081	DG00P083	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS04P138	DS04P194	DS04P86	DS05P114	DS05P196	DS06P140	DS06P180	DS07P016	DS07P037	DS07P049	DS07P054	DS07P060	DS07P065	DS07P076	DS07P172	DS07P193	DS08P017	DS08P191	DS10P016	DS10P049	DS10P054	DS10P166
ASV_314	2	0	7	1	9	7	7	0	0	3	4	0	2	51	4	7	0	6	3	4	9	0	10	0	0	51	2	0	0	0	1	0	0	1	0	2	0	0	0	2	2	54	5	1	76	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	16	0	0	0	0	3	0	0	0	1	1	1	0	1	1	0	0	0	0	7	0	6	0
ASV_462	3	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	8	0	0	0	0	0	1	1	0	4	12	0	38	91	0	0	0	2	83	15	0	40	0	1	3	0	1	0	0	0	0	2	5	7	7	15	59	0	3	0	23	1	0	1	1	87	0	0	6	5	0	0	8	0	8	0	2	0	0	5	0	0	0
ASV_320	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	99	0	0	0	0	0	1	1	1	0	7	0	0	0	24	29	0	3	85	20	6	0	0	0	2	0	1	0	2	0	24	0	0	0	406	2	7	2	1	0	18	7	43	0	0	1	0	0	0	0	0	0	28	0	2	0	0	1	0	2	2	1	1	2	4
ASV_335	1	6	0	2	0	0	0	0	0	4	1	0	0	6	0	67	0	5	32	0	0	0	0	1	2	0	3	0	2	1	0	45	11	5	0	27	21	17	5	0	0	0	4	4	0	0	0	4	17	0	2	0	0	1	3	1	0	58	0	4	1	2	0	2	0	0	0	0	0	3	0	0	0	0	1	10	0	12	0	5	0	2	39
ASV_392	2	1	0	0	0	2	0	1	0	1	0	0	1	2	0	3	0	1	17	0	0	0	0	0	0	0	0	0	137	0	0	0	4	0	0	4	14	18	0	4	22	0	0	0	2	2	3	1	23	1	0	0	4	13	6	9	8	0	11	19	2	0	13	43	21	0	0	0	0	2	0	0	0	1	0	13	0	0	0	0	3	0	3
ASV_258	0	0	0	0	0	0	0	239	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	6	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0
ASV_310	2	0	0	1	3	0	0	0	0	2	0	1	1	1	0	3	0	0	9	0	0	2	1	3	0	0	4	0	5	0	1	0	37	1	0	14	173	56	5	5	20	0	3	2	0	2	20	0	4	0	0	0	4	5	2	13	1	1	30	5	0	0	19	80	0	0	0	0	1	3	0	0	1	0	10	1	5	0	0	1	3	2	0
ASV_283	0	0	8	0	0	2	1	0	2	0	3	0	0	1	0	0	0	1	1	22	0	0	1	0	19	2	4	12	1	0	0	0	0	2	0	0	0	0	3	2	4	4	0	6	11	5	0	0	0	2	14	0	2	0	0	0	0	0	15	15	195	0	33	2	23	2	0	0	2	8	9	0	0	3	0	0	1	0	76	0	24	1	5
ASV_1153	2	1	4	2	14	2	11	0	0	5	3	4	34	1	2	0	0	0	2	7	6	24	2	0	0	1	11	0	0	0	5	3	0	5	0	0	0	0	3	0	0	0	5	1	9	31	0	1	0	2	14	0	17	1	0	3	3	0	0	0	0	0	9	0	0	1	0	4	2	26	0	0	0	0	0	0	0	6	0	2	2	4	0
ASV_528	0	0	0	8	15	5	0	0	0	0	0	0	0	5	0	0	0	0	1	1	1	1	0	0	1	0	59	0	1	2	0	0	24	33	0	1	109	19	9	8	0	2	0	5	0	14	2	0	17	0	1	0	2	3	0	12	2	0	0	0	0	1	0	159	8	0	0	1	0	15	0	1	0	0	1	0	0	9	3	0	1	3	0
ASV_446	0	1	10	4	4	3	0	0	0	1	5	9	14	10	0	1	0	0	1	11	7	4	5	0	0	4	2	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	27	0	0	0
ASV_327	1	1	0	0	1	0	0	0	0	1	0	0	11	0	0	5	0	0	34	1	0	0	2	2	0	0	0	0	0	1	0	0	58	4	57	0	12	39	2	30	18	0	1	0	0	0	2	0	5	0	0	1	192	2	0	0	1	0	0	0	0	0	1	0	6	0	0	0	4	0	0	0	0	5	3	6	0	3	0	9	1	0	0
ASV_343	1	0	0	0	0	2	0	0	0	0	0	2	2	0	0	2	0	0	7	0	1	0	0	1	0	0	14	0	1	5	1	2	6	1	14	0	5	15	0	6	0	0	1	1	2	3	2	0	162	0	0	1	1	0	0	2	0	0	0	0	0	3	0	5	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	2	1	40	1
ASV_346	4	3	37	5	1	7	12	0	0	0	0	9	3	19	2	0	0	3	0	37	0	4	0	0	0	4	5	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2	1	18	0	1	0	1	0	1	0	0	0	2	1	1	0	0	0	3	0	0	0	0	0	0	1	13	0	0	0	35	0	0	0	2	1	3	0	0	0
ASV_377	2	0	0	2	4	0	0	0	0	5	0	0	0	0	0	0	0	7	1	0	0	1	0	3	0	0	2	1	0	0	1	0	0	3	0	267	0	0	0	1	17	146	3	0	1	1	1	1	0	0	1	0	1	2	18	2	0	7	4	20	0	1	9	19	0	4	0	0	0	0	1	0	0	0	3	2	0	0	1	1	1	1	41
ASV_521	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	4	0	61	0	1	0	161	1	57	0	198	180	13	0	0	0	0	0	0	2	8	0	34	0	0	0	0	12	0	5	60	0	31	22	0	2	0	1	0	0	0	1	0	3	0	0	0	0	1	26	0	0	2	0	0	0	0
ASV_715	10	1	1	1	1	2	1	0	0	1	1	0	3	2	1	3	1	1	1	0	0	0	0	1	3	1	1	0	1	0	0	1	0	11	0	0	0	11	37	0	8	2	3	1	1	0	0	1	0	0	1	25	0	0	0	0	3	0	6	11	0	0	11	0	0	9	3	0	1	6	1	0	0	0	2	0	0	2	963	0	1	0	4
ASV_275	0	3	2	0	2	5	0	1	2	0	0	0	0	6	0	1	0	0	1	0	0	1	0	2	0	12	0	0	1	3	0	0	3	4	0	0	0	6	0	0	0	0	1	4	10	5	0	16	9	0	1	0	11	1	1	7	3	0	0	0	0	0	1	0	0	0	0	0	1	1	0	24	124	0	1	0	3	4	0	5	0	0	0
ASV_243	1	6	2	20	9	26	17	0	0	3	2	12	1	1	3	4	0	0	2	3	37	8	33	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	4	69	2	2	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	2	0	3	0	0	0	33	0	5	0	0	0
ASV_481	31	0	0	0	1	0	0	0	0	8	0	0	0	0	0	3	0	1	1	0	0	0	0	17	1	0	0	0	1	0	0	0	0	0	0	51	0	8	1	21	17	40	2	0	0	0	34	0	0	0	1	0	0	0	2	0	0	0	0	1	56	1	0	0	0	31	1	294	0	0	0	1	0	0	6	14	0	0	0	0	10	32	37
ASV_396	14	0	0	2	0	0	0	1	1	4	0	0	0	0	0	1	0	6	0	0	0	0	0	26	1	0	0	1	0	3	0	0	0	0	0	97	0	0	0	9	0	51	1	0	0	0	1	0	4	0	0	0	4	0	0	0	0	39	0	4	63	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	121	4
ASV_248	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	30	0	0	0	0	0	0	0	0	0	0
ASV_630	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	2	0	0	36	0	0	0	1	0	0	1	0	0	5	0	3	0	67	0	0	4	111	0	16	0	4	0	0	1	1	0	3	0	0	7	0	1	1	4	3	77	1	0	1	3	0	0	0	174	19	1	0	0	0	3	0	0	0	0	0	9	0	0	0	0	2	0	0
ASV_236	0	9	13	2	5	8	0	1	0	1	9	3	0	4	0	1	1	1	0	3	0	15	9	0	0	5	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	15	4	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	4	0	0	0	0	0	0	0	3	0	4	1	0	0
ASV_474	19	7	0	0	6	0	2	0	0	6	0	0	1	2	2	11	1	15	8	0	4	0	1	1	0	0	0	12	0	1	4	0	31	68	0	1	0	10	1	17	4	3	12	2	0	1	1	0	0	1	1	1	1	25	2	23	4	0	3	3	3	19	0	29	1	6	0	0	8	0	0	0	0	1	5	11	0	1	0	19	20	17	0
ASV_520	0	2	0	0	0	1	0	1	0	1	0	2	0	0	0	5	0	4	0	0	0	0	0	0	1	1	0	0	542	0	0	1	0	0	0	0	0	0	11	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	49	0	0	197	0	0	2	0
ASV_340	3	6	9	0	2	1	2	0	0	1	20	0	2	3	2	1	0	1	1	3	1	0	3	0	2	1	0	0	0	0	2	0	41	5	0	0	0	18	16	20	0	111	2	1	3	2	0	4	0	4	1	2	11	1	3	2	1	0	0	0	2	0	0	0	0	7	0	14	1	3	4	0	0	11	1	0	0	3	63	1	0	0	0
ASV_305	3	2	0	1	2	0	0	9	1	4	0	0	0	0	0	3	0	8	3	1	1	0	0	3	3	3	0	1	2	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	3	2	4	0	0	0	0	0	1	2	1	2	3	1	7	5	1	0	0	0	0	0	38	0	0	1	2	1	1	0	5	1	0	1	0	18	3	0	15
ASV_423	0	0	0	0	0	3	0	9	9	1	1	0	0	4	0	2	0	0	1	0	0	0	1	4	16	2	0	2	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	1	4	16	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	7	3	0	0	1	0	0	0	7	2	9	0	0
ASV_298	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_267	1	1	8	3	1	4	0	1	0	5	0	4	0	3	1	4	1	3	0	6	1	0	3	0	0	18	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	91	1	12	217	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	10	28	0	2	0	0	0	0	0	2	0	5	0	0	0
ASV_347	6	0	0	2	0	0	0	8	0	8	1	3	0	3	0	3	1	14	3	0	0	1	0	3	1	1	5	5	1	2	0	0	1	24	124	3	2	0	0	24	20	0	4	2	4	8	26	4	2	0	8	0	0	0	3	2	0	0	20	24	0	1	27	39	11	0	1	0	0	9	0	1	1	0	0	7	16	0	0	3	1	0	1
ASV_289	3	0	0	0	2	0	0	0	0	0	0	0	0	3	0	2	0	0	13	0	0	0	0	19	0	2	1	0	2	0	2	0	12	26	0	1	0	9	5	41	15	0	0	0	0	7	81	0	1	0	0	0	0	0	0	2	0	0	130	75	0	0	3	0	23	0	0	0	0	5	2	0	0	0	0	0	2	5	0	2	6	0	0
ASV_308	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_326	9	1	4	0	1	2	1	2	0	2	0	0	4	6	2	0	41	1	3	1	1	0	0	5	1	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	47	0	40	0	0	0	0	0	0	0	0	0	1	0	62	0	2	0	66	17	0	0	0	44	7	0	0	0	9	1	0	0	0	0	50	0	0	4	3	6	0	0	0
ASV_348	3	0	1	0	0	0	1	1	0	0	2	1	6	0	1	1	0	2	2	1	3	0	0	0	1	0	0	0	0	0	2	0	51	78	0	0	0	19	1	10	13	3	2	0	0	0	1	1	0	2	1	2	8	19	28	38	2	0	0	0	42	0	0	1	0	18	0	4	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0
ASV_662	3	0	1	2	1	0	2	1	1	8	5	0	2	5	1	1	0	0	1	2	5	1	1	14	1	2	1	3	0	0	4	0	9	1	0	0	0	13	1	254	71	1	57	2	1	0	2	1	0	0	0	0	18	1	105	2	2	0	1	0	1	2	1	0	0	15	0	16	10	0	1	0	1	0	0	0	0	3	0	15	26	2	0
ASV_783	0	0	0	0	2	1	2	0	0	2	0	0	7	3	1	0	0	0	0	0	0	1	1	9	0	1	0	3	0	0	0	1	14	25	0	0	3	1	0	53	1	29	0	0	0	0	0	0	0	1	1	0	1	0	17	0	0	0	1	0	5	1	1	8	0	16	0	1	0	0	0	1	0	1	1	0	0	0	0	0	10	3	0
ASV_449	6	2	2	0	1	1	4	0	1	0	21	3	8	1	3	1	0	8	0	3	5	0	2	0	0	0	0	1	0	0	2	0	10	0	0	0	0	5	0	4	0	3	3	0	0	1	1	0	0	3	0	1	2	0	18	1	0	0	0	0	0	0	0	0	0	0	0	92	0	0	10	0	0	2	0	0	0	0	2	0	11	0	0
ASV_375	43	2	0	3	0	4	0	1	0	7	0	6	0	4	0	8	10	78	2	0	2	0	1	0	0	7	1	1	0	1	0	0	0	9	0	1	0	0	7	0	2	0	0	1	3	1	0	0	1	5	13	1	1	0	0	0	2	0	0	1	30	1	0	0	0	1	1	0	1	3	3	0	0	0	0	0	11	0	4	16	0	1	0
ASV_402	1	3	1	0	0	0	0	7	2	0	0	0	1	0	1	6	0	3	1	1	1	0	0	2	0	0	21	0	0	7	0	1	0	0	0	222	1	0	0	0	0	0	2	4	0	6	2	0	0	0	0	0	1	0	5	0	1	0	0	0	1	0	0	0	0	0	1	0	0	102	2	0	0	0	0	0	1	24	0	0	1	1	18
ASV_891	1	0	14	7	2	1	4	0	1	8	22	9	1	7	11	2	0	0	0	18	45	1	3	0	1	82	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	64	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16	8	1	5	0	0	0	0	0	5	2	10	0	1	0
ASV_352	0	0	0	1	2	7	0	11	5	0	0	0	0	14	68	0	1	0	0	0	0	1	0	9	10	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	3	0	309	0	0	10	0	0	0	0	0	3	28	0
ASV_277	7	2	10	11	8	12	4	6	0	1	2	3	5	8	18	7	0	1	1	4	18	4	19	0	1	6	6	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	4	4	2	5	0	2	0	0	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	15	2	0	3	1	0	0	0	0	12	0	9	0	0	0
ASV_300	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	87	0	0	0	0	0	0	0	0	18	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	7	0	10	0	0
ASV_436	0	0	10	6	7	9	1	0	0	3	9	10	6	13	1	1	0	11	0	76	10	12	2	0	0	14	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	3	3	2	1	0	0
ASV_302	15	14	0	0	4	1	1	0	0	13	2	0	60	2	1	19	1	6	15	2	1	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	349	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	5	0	2	0	0	0
ASV_498	20	1	5	0	1	1	1	0	0	3	3	0	2	0	0	5	0	10	0	8	0	0	8	0	0	1	6	0	0	0	0	0	215	0	0	0	0	224	16	2	0	0	3	0	2	9	0	0	0	0	0	2	0	1	0	0	1	0	0	42	0	0	1	1	0	0	1	2	0	7	0	1	0	0	0	0	0	0	9	0	3	0	0
ASV_460	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	1	0	0	3	6	0	5	79	41	7	3	71	0	0	0	0	0	1	0	25	0	0	1	1	13	1	45	2	0	120	61	0	0	8	294	3	1	0	0	0	2	0	0	0	0	5	3	0	0	0	0	1	0	0
ASV_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	16	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0	2	42	74	25	13	0	193	701	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_316	11	124	0	0	1	3	0	0	0	8	3	2	1	1	0	15	1	8	5	0	1	4	0	0	0	0	50	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	27	0	77	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	4	0	0	0	0	19	2	0	1	0	0	0	0	29	0	5	0	2	0
ASV_578	7	3	0	1	0	0	0	0	0	13	1	0	0	0	0	2	0	3	99	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	7	5	147	1	0	24	0	1	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	134	0	2	11	0	0	1	6	0	2	0	2	23	0	0	2	4	1	1	0
ASV_339	2	0	0	0	0	3	4	3	0	2	1	1	1	0	19	0	1	1	0	0	0	2	0	1	6	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	1	13	0	1	1	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	81	0	0	1	3	0	0	0	1	0	0	1	0	1	59	0
ASV_290	9	85	0	0	0	0	0	0	0	12	0	0	0	0	0	803	0	15	41	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	1	0	0	0
ASV_466	7	0	0	0	3	0	0	0	1	1	0	0	0	0	1	2	0	1	1	0	0	0	2	52	0	0	0	0	0	0	2	0	138	104	0	0	1	3	11	3	1	0	0	0	0	2	26	0	0	0	0	0	4	18	2	32	18	0	8	1	5	0	0	75	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_279	0	0	0	3	0	1	0	1	6	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	11	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_373	0	0	0	0	0	0	0	11	1052	0	0	0	0	8	0	0	0	0	0	0	0	0	0	11	52	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	0	0
ASV_268	1	0	0	0	4	6	0	1	1	0	0	0	6	3	1	3	0	26	0	1	13	1	19	2	0	0	2	1	1	4	11	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	1	1	0	2	1	3	6	0	0	0	2	0	0	0	0	1	0	1	2	0	2	0	4	0	2	0	0	1	0	3	6	0	0
ASV_272	0	0	0	1	3	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	24	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_328	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_496	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	66	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	23	0	0	4	0	9	24	0	1	0	0	0	1	0	0	0	19	8	0	0	3	1	0	0	1	1	1	43	1	0	0	1	10	244	1	0	13	5	0	0	0	1	0	1	64	0	0	0	9
ASV_359	8	3	2	2	0	0	0	0	0	5	0	0	0	0	0	75	0	6	5	1	0	0	2	3	2	1	1	1	1	1	0	69	2	0	0	0	0	0	20	0	0	0	3	2	0	1	1	1	4	0	3	0	4	2	1	1	2	0	9	23	0	0	0	0	3	0	0	0	0	0	0	0	48	0	0	0	0	1	1	0	1	0	0
ASV_254	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_389	1	1	0	1	10	0	0	0	0	1	0	0	2	0	0	6	0	0	3	0	2	7	0	0	0	2	0	1	2	0	0	446	0	0	0	0	0	0	0	16	0	0	0	1	0	1	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	32	2	0	2	0	1	0	0	0
ASV_644	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	0	0	4	0	0	29	6	2	40	153	40	9	7	0	0	0	0	0	0	2	0	60	12	0	0	1	20	0	2	0	0	13	11	0	0	0	109	0	7	0	0	0	0	0	0	2	1	17	23	0	0	2	0	1	0	36
ASV_323	10	2	16	10	4	13	2	0	0	2	2	3	8	91	5	3	6	4	0	9	14	2	6	0	0	18	1	5	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	10	21	1	1	0	1	0	0	27	2	0	3	2	2	0	0	0	0	1	0	0	0	0	0	0	5	12	0	0	0	6	0	0	0	5	1	3	0	0	1
ASV_315	610	34	0	0	0	0	0	1	0	34	1	1	0	0	0	33	7	27	9	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	2	24	41	0	0	0	0	0	0	0	2	0	0	96	2	1	0	0	0	0	0	0	0	0	1	0	0	6	0	4	0	0	0	2	0	0	10	0	1	1	0	0
ASV_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_287	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_422	8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	3	0	3	0	0	0	2	0	0	0	0	0	3	0	0	1	14	60	16	3	0	78	0	46	0	0	0	0	0	1	30	0	14	0	0	2	1	4	7	71	93	0	6	9	0	6	0	42	0	12	0	0	0	1	24	0	0	0	1	14	1	1	0	8	3	0	3
ASV_410	0	0	0	2	1	1	1	0	0	0	0	4	0	3	2	4	0	0	1	0	5	2	1	0	0	1	0	0	9	0	0	0	0	0	59	3	1	0	0	0	0	0	1	6	1	2	0	0	0	0	0	0	0	0	0	1	0	0	14	9	0	0	0	3	7	0	9	0	5	5	0	12	0	0	0	8	0	3	0	1	0	0	0
ASV_337	2	0	7	6	3	0	1	0	0	0	0	6	11	3	0	0	0	0	0	5	3	4	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	3	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0
ASV_1044	2	2	0	0	1	0	0	7	1	3	0	1	1	4	0	1	8	3	2	0	6	0	3	29	0	0	1	1	3	1	1	0	13	27	0	6	0	8	0	4	20	3	0	0	1	0	0	2	11	0	0	0	0	2	0	1	0	0	4	4	14	3	0	4	1	0	0	0	12	0	4	1	1	0	0	1	0	0	0	3	0	26	0
ASV_329	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	5	2	0	1	7	35	0	0	5	3	1	0	0	0	0	0	0	6	1	1	58	0	1	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	18	0	1	1	0	1	0	0	1	0	0
ASV_533	46	3	0	0	4	0	0	3	0	20	0	0	1	0	0	5	3	26	1	0	1	1	0	7	0	0	1	0	0	0	0	0	2	87	7	2	2	10	4	6	61	0	10	4	1	0	19	0	0	0	0	1	1	4	5	8	17	25	32	63	0	15	53	15	0	0	4	0	0	1	0	0	0	1	1	10	15	1	0	3	1	0	1
ASV_390	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	5	0	0	0	0	0	4	0	0	4	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	123	0	0	4	0	0	0	0	24	0	0	0	1	81	0	0	0	0	1	0	0
ASV_438	10	2	2	4	13	7	30	0	0	17	13	4	1	1	56	1	63	2	0	5	6	1	2	0	1	26	0	2	0	1	0	0	3	0	0	0	0	0	3	0	0	0	14	8	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	1	95	12	0	0	0
ASV_1237	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	17	0	0	0	1	1	0	0	0	0	0	1	0	0	19	32	24	122	60	14	12	48	3	2	0	1	0	0	0	0	29	0	0	0	12	8	0	0	0	0	2	2	16	23	1	272	2	0	0	0	1	2	1	0	0	0	9	29	0	0	0	0	6	1	64
